Discharge Time (s),Voltage (V)
10687,3.431898
10688,3.433507
10689,3.432881
10690,3.432523
10691,3.432255
10692,3.434267
10693,3.4337975
10694,3.433328
10695,3.430109
10696,3.430825
10697,3.430646
10698,3.43002
10699,3.431138
10700,3.434536
10701,3.4323
10702,3.4322105
10703,3.432121
10704,3.4310255
10705,3.42993
10706,3.430377
10707,3.429975
10708,3.429439
10709,3.430511
10710,3.431719
10711,3.431674
10712,3.432434
10713,3.432747
10714,3.432166
10715,3.431585
10716,3.430288
10717,3.429796
10718,3.429126
10719,3.428321
10720,3.429483
10721,3.431674
10722,3.43154
10723,3.43145
10724,3.43221
10725,3.4318975
10726,3.431585
10727,3.430199
10728,3.428813
10729,3.430333
10730,3.427829
10731,3.429349
10732,3.431272
10733,3.430154
10734,3.429886
10735,3.430154
10736,3.430422
10737,3.428768
10738,3.427471
10739,3.427516
10740,3.427337
10741,3.428723
10742,3.430154
10743,3.42917
10744,3.429617
10745,3.430601
10746,3.4305114999999997
10747,3.430422
10748,3.428142
10749,3.42689
10750,3.426666
10751,3.427292
10752,3.427918
10753,3.430064
10754,3.43078
10755,3.429662
10758,3.428813
10759,3.427158
10760,3.428276
10761,3.42689
10762,3.427337
10763,3.428634
10764,3.428589
10765,3.427337
10766,3.428813
10767,3.4290365
10768,3.42926
10769,3.427158
10770,3.427561
10771,3.426756
10772,3.426756
10773,3.426085
10774,3.429394
10775,3.428008
10776,3.428142
10777,3.428187
10778,3.4281645
10779,3.428142
10780,3.426711
10781,3.425951
10782,3.425191
10783,3.42613
10784,3.425638
10785,3.425504
10786,3.426935
10787,3.427203
10788,3.426957
10789,3.426711
10790,3.424968
10791,3.425102
10792,3.425325
10793,3.42452
10794,3.426756
10795,3.426443
10796,3.427874
10797,3.426532
10798,3.426577
10799,3.4270240000000003
10800,3.427471
10801,3.425549
10802,3.424386
10803,3.424431
10804,3.423939
10805,3.425102
10806,3.425817
10807,3.426219
10808,3.426085
10809,3.426756
10810,3.4263760000000003
10811,3.425996
10812,3.425102
10813,3.424252
10814,3.424431
10815,3.423581
10816,3.427203
10817,3.425325
10818,3.425951
10819,3.42604
10820,3.4261965
10821,3.426353
10822,3.422821
10823,3.423313
10824,3.423626
10825,3.42385
10826,3.424923
10827,3.425325
10828,3.425683
10829,3.424923
10830,3.425303
10831,3.425683
10832,3.423492
10833,3.422642
10834,3.424163
10835,3.423269
10836,3.422017
10837,3.424878
10838,3.424029
10839,3.424297
10840,3.424252
10841,3.424632
10842,3.425012
10843,3.421391
10844,3.422732
10845,3.422642
10846,3.422419
10847,3.422911
10848,3.422911
10849,3.423134
10850,3.422866
10853,3.420809
10854,3.421435
10855,3.422687
10856,3.422061
10857,3.422821
10858,3.424252
10859,3.423581
10860,3.423984
10861,3.422866
10862,3.4231565
10863,3.423447
10864,3.422508
10865,3.422374
10866,3.422195
10867,3.422732
10868,3.422151
10869,3.422866
10870,3.423626
10871,3.424118
10872,3.424207
10873,3.42338
10874,3.422553
10875,3.420452
10876,3.422061
10877,3.420094
10878,3.421435
10879,3.419736
10880,3.421569
10881,3.423045
10882,3.422374
10883,3.422374
10884,3.422374
10885,3.421614
10886,3.420273
10887,3.420765
10888,3.419826
10889,3.421257
10890,3.422374
10891,3.421793
10892,3.422598
10893,3.420988
10894,3.4208765
10895,3.420765
10896,3.420407
10897,3.420675
10898,3.420362
10899,3.420228
10900,3.419513
10901,3.421793
10902,3.420809
10903,3.421346
10904,3.421569
10905,3.4212784999999997
10906,3.420988
10907,3.418842
10908,3.419513
10909,3.419021
10910,3.41911
10911,3.419692
10912,3.42072
10913,3.420139
10914,3.422195
10915,3.4213905000000002
10916,3.420586
10917,3.418037
10918,3.41911
10919,3.418797
10920,3.418306
10921,3.41768
10922,3.419021
10923,3.418127
10924,3.419781
10925,3.418931
10926,3.4192665
10927,3.419602
10928,3.418574
10929,3.418127
10930,3.41607
10931,3.417948
10932,3.41835
10933,3.417993
10934,3.418216
10935,3.418842
10936,3.4183054999999998
10937,3.417769
10938,3.41607
10939,3.416249
10940,3.416696
10941,3.416875
10942,3.417546
10943,3.4192
10944,3.418708
10945,3.418484
10946,3.418574
10947,3.41806
10948,3.417546
10949,3.416607
10950,3.417098
10951,3.415847
10952,3.417367
10953,3.41607
10954,3.417367
10955,3.418887
10956,3.418171
10957,3.418484
10958,3.4168075
10959,3.415131
10960,3.415489
10961,3.415087
10962,3.415399
10963,3.416875
10964,3.41683
10965,3.417546
10966,3.41844
10967,3.417501
10968,3.417456
10969,3.417411
10970,3.41607
10971,3.414013
10972,3.414058
10973,3.414684
10974,3.413253
10975,3.415534
10976,3.414237
10977,3.416204
10978,3.415399
10979,3.4152205
10980,3.415042
10981,3.414773
10982,3.414818
10983,3.412627
10984,3.414058
10985,3.414147
10986,3.413432
10987,3.415399
10988,3.413611
10989,3.414505
10990,3.4137005
10991,3.412896
10992,3.413835
10993,3.414058
10994,3.413387
10995,3.413879
10996,3.41455
10997,3.412985
10998,3.414147
10999,3.413745
11000,3.413522
11001,3.414237
11002,3.414952
11003,3.413387
11004,3.411778
11005,3.412672
11006,3.413343
11007,3.413253
11008,3.413208
11009,3.413969
11010,3.415802
11011,3.414192
11012,3.4130745
11013,3.411957
11014,3.414282
11015,3.411867
11016,3.411823
11017,3.412985
11018,3.415981
11019,3.413745
11020,3.414058
11021,3.415578
11022,3.414393
11023,3.413208
11024,3.411688
11025,3.411196
11026,3.412672
11027,3.410705
11028,3.412046
11029,3.414282
11030,3.4129180000000003
11031,3.411554
11032,3.413343
11033,3.4134325
11034,3.413522
11035,3.411465
11036,3.41066
11037,3.410124
11038,3.411912
11039,3.411957
11040,3.41294
11041,3.411376
11042,3.413164
11043,3.410168
11044,3.4104365000000003
11045,3.410705
11046,3.411867
11047,3.410481
11048,3.411823
11049,3.410705
11050,3.412225
11051,3.410928
11052,3.411196
11053,3.410749
11054,3.4109949999999998
11055,3.411241
11056,3.41151
11057,3.409721
11058,3.409185
11059,3.408335
11060,3.410526
11061,3.413432
11062,3.411599
11063,3.411376
11064,3.413119
11065,3.4118225
11066,3.410526
11067,3.410124
11068,3.4099
11069,3.407843
11070,3.408469
11071,3.410571
11072,3.409542
11073,3.410302
11074,3.41151
11075,3.4108169999999998
11076,3.410124
11077,3.40905
11078,3.408335
11079,3.409095
11080,3.407888
11081,3.406994
11082,3.408737
11083,3.409185
11084,3.410079
11085,3.409542
11086,3.4092515
11087,3.408961
11088,3.408425
11089,3.408648
11090,3.408112
11091,3.408156
11092,3.407843
11093,3.40914
11094,3.408335
11095,3.409811
11096,3.40905
11097,3.4088045
11098,3.408559
11099,3.408246
11100,3.406725
11101,3.40753
11102,3.408335
11103,3.407709
11104,3.409587
11105,3.409229
11106,3.40905
11107,3.408156
11108,3.4073735000000003
11109,3.406591
11110,3.408916
11111,3.406547
11112,3.406949
11113,3.406681
11114,3.409095
11115,3.406413
11116,3.406591
11117,3.407485
11118,3.4074405
11119,3.407396
11120,3.406949
11121,3.406189
11122,3.405026
11123,3.406725
11124,3.405697
11125,3.407575
11126,3.407709
11127,3.408872
11128,3.40762
11129,3.4074635
11130,3.407307
11131,3.404982
11132,3.405787
11133,3.404892
11134,3.405831
11135,3.405071
11136,3.407307
11137,3.407128
11138,3.406368
11139,3.4058315
11140,3.405295
11141,3.406547
11142,3.405205
11143,3.404982
11144,3.40601
11145,3.406547
11146,3.406234
11147,3.406234
11148,3.405563
11149,3.405161
11150,3.406413
11151,3.407665
11152,3.403059
11153,3.403909
11154,3.404758
11155,3.403909
11156,3.404937
11157,3.406547
11158,3.404535
11159,3.405876
11160,3.4049595000000004
11161,3.404043
11162,3.404445
11163,3.404803
11164,3.403149
11165,3.403104
11166,3.403059
11167,3.405116
11168,3.404892
11169,3.404088
11170,3.404356
11171,3.4047359999999998
11172,3.405116
11173,3.402791
11174,3.403193
11175,3.402031
11176,3.402791
11177,3.40221
11178,3.404803
11179,3.405026
11180,3.404088
11181,3.404177
11182,3.4043335
11183,3.40449
11184,3.402076
11185,3.403238
11186,3.402389
11187,3.401003
11188,3.40069
11189,3.403641
11190,3.403685
11191,3.404043
11192,3.40221
11193,3.40221
11194,3.40221
11195,3.403104
11196,3.401718
11197,3.40212
11198,3.40297
11199,3.403506
11200,3.403774
11201,3.404401
11202,3.403417
11203,3.402858
11204,3.402299
11205,3.401539
11206,3.400779
11207,3.402254
11208,3.400779
11209,3.400421
11210,3.403104
11211,3.402389
11212,3.403283
11213,3.403149
11214,3.4022319999999997
11215,3.401315
11216,3.399974
11217,3.40069
11218,3.400913
11219,3.400555
11220,3.402165
11221,3.400958
11222,3.402165
11223,3.401986
11224,3.403126
11225,3.404266
11226,3.39984
11227,3.399885
11228,3.400779
11229,3.398454
11230,3.399661
11231,3.401181
11232,3.402254
11233,3.400466
11234,3.399773
11235,3.39908
11236,3.397202
11237,3.398633
11238,3.398409
11239,3.400645
11240,3.400064
11241,3.401271
11242,3.399974
11243,3.399169
11244,3.401137
11245,3.401159
11246,3.401181
11247,3.399706
11248,3.399035
11249,3.397918
11250,3.398812
11251,3.398901
11252,3.399125
11253,3.400555
11254,3.398543
11255,3.402076
11256,3.4012265
11257,3.400377
11258,3.399035
11259,3.398946
11260,3.399527
11261,3.398052
11262,3.398186
11263,3.399259
11264,3.39993
11265,3.400377
11266,3.397962
11267,3.3977385
11268,3.397515
11269,3.397247
11270,3.395772
11271,3.397918
11272,3.397828
11273,3.398946
11274,3.398678
11275,3.398901
11276,3.398588
11277,3.3987895000000004
11278,3.398991
11279,3.39747
11280,3.396979
11281,3.396934
11282,3.397336
11283,3.398231
11284,3.3982085
11285,3.398186
11286,3.397604
11287,3.397739
11288,3.3975600000000004
11289,3.397381
11290,3.395995
11291,3.395727
11292,3.395324
11293,3.394743
11294,3.397649
11295,3.398096
11296,3.396576
11297,3.396532
11298,3.396934
11299,3.3955925000000002
11300,3.394251
11301,3.395503
11302,3.394162
11303,3.395727
11304,3.395414
11305,3.397068
11306,3.395414
11307,3.395235
11308,3.395369
11309,3.39747
11310,3.396151
11311,3.394832
11312,3.395011
11313,3.39528
11314,3.394609
11315,3.395503
11316,3.395145
11317,3.396353
11318,3.394251
11319,3.395682
11320,3.395816
11321,3.39595
11322,3.393491
11323,3.393849
11324,3.394832
11325,3.394654
11326,3.393536
11327,3.394475
11328,3.395145
11329,3.394207
11330,3.395905
11331,3.395078
11332,3.394251
11333,3.392865
11334,3.392776
11335,3.39215
11336,3.393983
11337,3.393402
11338,3.39604
11339,3.394967
11340,3.394028
11341,3.3945195
11342,3.395011
11343,3.393446
11344,3.393402
11345,3.393089
11346,3.392373
11347,3.393357
11348,3.392999
11349,3.393312
11350,3.39443
11351,3.393133
11352,3.3934685
11353,3.393804
11354,3.392105
11355,3.392373
11356,3.393133
11357,3.392195
11358,3.392463
11359,3.393357
11360,3.39367
11361,3.394117
11362,3.392552
11363,3.3924624999999997
11364,3.392373
11365,3.3913
11366,3.391613
11367,3.39215
11368,3.389288
11369,3.390809
11370,3.392329
11371,3.39367
11372,3.391747
11373,3.392061
11374,3.3919490000000003
11375,3.391837
11376,3.391032
11377,3.390361
11378,3.389914
11379,3.390049
11380,3.389735
11381,3.391434
11382,3.391971
11383,3.393223
11384,3.392642
11385,3.392061
11386,3.390361
11387,3.390898
11388,3.389735
11389,3.389378
11390,3.390093
11391,3.391569
11392,3.39139
11393,3.392239
11394,3.391882
11395,3.3914345
11396,3.390987
11397,3.388662
11398,3.38911
11399,3.389735
11400,3.388975
11401,3.388841
11402,3.391166
11403,3.390138
11404,3.390853
11405,3.389691
11406,3.390205
11407,3.390719
11408,3.388171
11409,3.388528
11410,3.389825
11411,3.388394
11412,3.389199
11413,3.389288
11414,3.390004
11415,3.389914
11416,3.38987
11417,3.3899369999999998
11418,3.390004
11419,3.387858
11420,3.388439
11421,3.387768
11422,3.387947
11423,3.388036
11424,3.390227
11425,3.388752
11426,3.388797
11427,3.389914
11428,3.3884835
11429,3.387053
11430,3.386874
11431,3.387008
11432,3.387858
11433,3.386472
11434,3.38826
11435,3.389065
11436,3.387098
11437,3.388215
11438,3.388394
11439,3.388573
11440,3.386561
11441,3.385488
11442,3.385756
11443,3.38598
11444,3.385041
11445,3.386293
11446,3.387366
11447,3.387276
11448,3.388662
11449,3.3881034999999997
11450,3.387545
11451,3.384773
11452,3.384683
11453,3.386829
11454,3.38598
11455,3.386203
11456,3.386963
11457,3.387053
11458,3.387768
11459,3.38674
11460,3.3864045000000003
11461,3.386069
11462,3.386561
11463,3.3837
11464,3.385354
11465,3.384996
11466,3.385399
11467,3.386427
11468,3.386159
11469,3.386382
11470,3.385399
11471,3.384728
11472,3.384057
11473,3.384862
11474,3.384549
11475,3.383297
11476,3.384728
11477,3.385622
11478,3.384594
11479,3.385264
11480,3.385488
11481,3.384929
11482,3.38437
11483,3.383968
11484,3.383521
11485,3.38285
11486,3.383655
11487,3.385309
11488,3.385175
11489,3.384996
11490,3.385577
11491,3.385309
11494,3.383118
11495,3.382627
11496,3.381688
11497,3.382537
11498,3.383431
11499,3.384594
11500,3.384639
11501,3.384996
11502,3.383297
11503,3.3832745
11504,3.383252
11505,3.38133
11506,3.382179
11507,3.383297
11508,3.381196
11509,3.38361
11510,3.382582
11511,3.382671
11512,3.383163
11513,3.3830735
11514,3.382984
11515,3.381598
11516,3.380257
11517,3.381196
11518,3.380749
11519,3.381509
11520,3.380033
11521,3.38124
11522,3.383074
11523,3.382828
11524,3.382582
11525,3.381911
11526,3.38057
11527,3.381375
11528,3.380659
11529,3.38133
11530,3.383074
11531,3.383431
11532,3.381464
11533,3.381643
11534,3.3820005
11535,3.382358
11536,3.38048
11537,3.378558
11538,3.379273
11539,3.379229
11540,3.380972
11541,3.382269
11542,3.381419
11543,3.380257
11544,3.381956
11545,3.3808605
11546,3.379765
11547,3.379363
11548,3.379899
11549,3.379273
11550,3.379541
11551,3.38285
11552,3.381151
11553,3.379676
11554,3.379676
11555,3.3796535
11556,3.379631
11557,3.379765
11558,3.379989
11559,3.378334
11560,3.378289
11561,3.378603
11562,3.380883
11563,3.380257
11564,3.379273
11565,3.3803015
11566,3.38133
11567,3.376859
11568,3.379005
11569,3.378469
11570,3.377887
11571,3.378155
11572,3.380212
11573,3.37905
11574,3.378603
11575,3.377664
11576,3.3786250000000004
11577,3.379586
11578,3.378379
11579,3.377261
11580,3.377082
11581,3.378021
11582,3.377306
11583,3.377708
11584,3.3782
11585,3.379407
11586,3.378647
11587,3.378066
11588,3.377485
11589,3.3772835
11590,3.377082
11591,3.377082
11592,3.374713
11593,3.377574
11594,3.377351
11595,3.377708
11596,3.377708
11597,3.377664
11600,3.375205
11601,3.375249
11602,3.375518
11603,3.375741
11604,3.376412
11605,3.37659
11606,3.376054
11607,3.376635
11608,3.375741
11609,3.3754505000000004
11610,3.37516
11611,3.374623
11612,3.374489
11613,3.374176
11614,3.374355
11615,3.375652
11616,3.376099
11617,3.376188
11618,3.376054
11619,3.376099
11620,3.3751825
11621,3.374266
11622,3.374802
11623,3.373014
11624,3.374892
11625,3.373237
11626,3.375026
11627,3.37592
11628,3.375875
11629,3.375674
11630,3.375473
11631,3.37592
11632,3.373282
11633,3.374355
11634,3.374042
11635,3.374042
11636,3.375428
11637,3.374981
11638,3.374758
11639,3.374668
11640,3.3745785
11641,3.374489
11642,3.371941
11643,3.372746
11644,3.37279
11645,3.37127
11646,3.373863
11647,3.37279
11648,3.373461
11649,3.374221
11650,3.371851
11651,3.373595
11652,3.375339
11653,3.372209
11654,3.373237
11655,3.371628
11656,3.371762
11657,3.371985
11658,3.373237
11659,3.373371
11660,3.37355
11661,3.373863
11662,3.3734605
11663,3.373058
11664,3.369482
11665,3.370912
11666,3.3709345
11667,3.370957
11668,3.370063
11669,3.372969
11670,3.37203
11671,3.372075
11672,3.372477
11673,3.372969
11674,3.373461
11675,3.370286
11676,3.371851
11677,3.370555
11678,3.371136
11679,3.369839
11680,3.371583
11681,3.37051
11682,3.373327
11683,3.371181
11684,3.370689
11685,3.370197
11686,3.371091
11687,3.36966
11688,3.369079
11689,3.370376
11690,3.371136
11691,3.372254
11692,3.371091
11693,3.370063
11694,3.370689
11695,3.371315
11696,3.369079
11697,3.369795
11698,3.368364
11699,3.369124
11700,3.368185
11701,3.370778
11702,3.371583
11703,3.370599
11704,3.371449
11705,3.370085
11706,3.368721
11707,3.36823
11708,3.368632
11709,3.368587
11710,3.368408
11711,3.369705
11712,3.369482
11713,3.368408
11714,3.370599
11715,3.369437
11716,3.3687215
11717,3.368006
11718,3.367872
11719,3.367559
11720,3.369884
11721,3.366754
11722,3.368543
11723,3.367961
11724,3.368856
11725,3.368543
11726,3.3683414999999997
11727,3.36814
11728,3.367291
11729,3.366307
11730,3.367738
11731,3.366844
11732,3.366933
11733,3.368811
11734,3.367604
11735,3.368498
11736,3.368721
11737,3.3677374999999996
11738,3.366754
11739,3.366665
11740,3.366128
11741,3.365771
11742,3.366307
11743,3.366486
11744,3.367917
11745,3.367604
11746,3.366396
11747,3.3671565
11748,3.367917
11749,3.365279
11750,3.365949
11751,3.365145
11752,3.364653
11753,3.364072
11754,3.366039
11755,3.365636
11756,3.366531
11757,3.365949
11758,3.365569
11759,3.365189
11760,3.365413
11761,3.36586
11762,3.36586
11763,3.36358
11764,3.363401
11765,3.365145
11766,3.36662
11767,3.366039
11768,3.363669
11769,3.364921
11770,3.366173
11771,3.363625
11772,3.363535
11773,3.363937
11774,3.363356
11775,3.364206
11776,3.364474
11777,3.36358
11778,3.363535
11779,3.365055
11780,3.363714
11781,3.362373
11782,3.36358
11783,3.361925
11784,3.363446
11785,3.364072
11786,3.365368
11787,3.363177
11788,3.365636
11789,3.364116
11790,3.3636915
11791,3.363267
11792,3.362641
11793,3.361747
11794,3.361925
11795,3.360763
11796,3.362909
11797,3.364027
11798,3.36273
11799,3.361702
11800,3.362641
11801,3.3617464999999997
11802,3.360852
11803,3.361657
11804,3.361344
11805,3.36206
11806,3.362283
11807,3.361836
11808,3.362015
11809,3.361747
11810,3.362507
11811,3.3623279999999998
11812,3.362149
11813,3.360316
11814,3.360629
11815,3.3603829999999997
11816,3.360137
11817,3.360584
11818,3.361523
11819,3.3613
11820,3.361523
11821,3.3615455
11822,3.361568
11823,3.360048
11824,3.359332
11825,3.359288
11826,3.358438
11827,3.360137
11828,3.361344
11829,3.3613
11830,3.360226
11831,3.361389
11832,3.361322
11833,3.361255
11834,3.357946
11835,3.358214
11836,3.359243
11837,3.358751
11838,3.359243
11839,3.360897
11840,3.360852
11841,3.360316
11842,3.358751
11843,3.3587065
11844,3.358662
11845,3.357857
11846,3.357499
11847,3.357678
11848,3.357946
11849,3.357946
11850,3.359064
11851,3.359601
11852,3.35893
11853,3.358237
11854,3.357544
11855,3.35741
11856,3.3558
11857,3.358572
11858,3.357678
11859,3.356381
11860,3.357097
11861,3.358662
11862,3.358751
11863,3.359109
11864,3.3586394999999998
11865,3.35817
11866,3.355666
11867,3.355577
11868,3.354951
11869,3.35504
11870,3.35817
11871,3.357007
11872,3.356918
11873,3.357275
11874,3.356828
11875,3.3572755
11876,3.357723
11877,3.354325
11878,3.355219
11879,3.354995
11880,3.354816
11881,3.354325
11882,3.356471
11883,3.356292
11884,3.355398
11885,3.355934
11886,3.3552185
11887,3.354503
11888,3.354146
11889,3.35352
11890,3.353475
11891,3.354146
11892,3.356158
11893,3.355353
11894,3.355129
11895,3.355666
11896,3.3560235
11897,3.356381
11898,3.354414
11899,3.355219
11900,3.35352
11901,3.353386
11902,3.352492
11903,3.354414
11904,3.354235
11905,3.354101
11906,3.354727
11907,3.3536764999999997
11908,3.352626
11909,3.35191
11910,3.353833
11911,3.353028
11912,3.353207
11913,3.354593
11914,3.353028
11915,3.353721
11916,3.354414
11917,3.3540115
11918,3.353609
11919,3.351374
11920,3.351866
11921,3.350077
11922,3.349988
11923,3.350971
11924,3.35276
11925,3.352268
11926,3.351418
11927,3.35276
11928,3.3521115
11929,3.351463
11930,3.350793
11931,3.350345
11932,3.350345
11933,3.35039
11934,3.351866
11935,3.352268
11936,3.352223
11937,3.352804
11938,3.352022
11939,3.35124
11940,3.351016
11941,3.350077
11942,3.3494289999999998
11943,3.348781
11944,3.349541
11945,3.351061
11946,3.350524
11947,3.352
11948,3.349988
11949,3.350368
11950,3.350748
11951,3.347976
11952,3.349854
11953,3.349675
11954,3.347484
11955,3.347931
11956,3.350837
11957,3.349451
11958,3.348691
11959,3.350927
11960,3.3494960000000003
11961,3.348065
11962,3.347752
11963,3.347618
11964,3.348333
11965,3.346947
11966,3.349049
11967,3.348468
11968,3.349451
11969,3.348781
11970,3.3489595
11971,3.349138
11972,3.346679
11973,3.347573
11974,3.347037
11975,3.347216
11976,3.348333
11977,3.348423
11978,3.347484
11979,3.348155
11980,3.3478195
11981,3.347484
11982,3.345293
11983,3.345517
11984,3.345695
11985,3.345427
11986,3.345025
11987,3.346411
11988,3.346143
11989,3.346634
11990,3.346813
11991,3.346858
11992,3.346903
11993,3.345382
11994,3.344041
11995,3.343192
11996,3.344175
11997,3.34431
11998,3.346143
11999,3.345785
12000,3.343907
12001,3.3453155
12002,3.346724
12003,3.342834
12004,3.342163
12005,3.343773
12006,3.342119
12007,3.343281
12008,3.343326
12009,3.344444
12010,3.343505
12011,3.343102
12012,3.344153
12013,3.345204
12014,3.34194
12015,3.341135
12016,3.342745
12017,3.340911
12018,3.340464
12019,3.343326
12020,3.343818
12021,3.34422
12022,3.345114
12023,3.3433925
12024,3.341671
12025,3.340911
12026,3.340241
12027,3.340822
12028,3.340196
12029,3.343549
12030,3.342074
12031,3.342029
12032,3.341403
12033,3.340599
12034,3.3410235000000004
12035,3.341448
12036,3.33814
12037,3.340733
12038,3.338765
12039,3.339883
12040,3.341761
12041,3.340733
12042,3.340956
12043,3.339928
12046,3.338095
12047,3.339078
12048,3.338408
12049,3.338184
12050,3.338542
12051,3.339883
12052,3.340375
12053,3.338631
12054,3.3391455
12055,3.33966
12056,3.337648
12057,3.33729
12058,3.337379
12059,3.338184
12060,3.337424
12061,3.338318
12062,3.337826
12063,3.339883
12064,3.336798
12065,3.33729
12066,3.337782
12067,3.335323
12068,3.335725
12069,3.334384
12070,3.335144
12071,3.33501
12072,3.337379
12073,3.336619
12074,3.336038
12075,3.335814
12076,3.3361720000000004
12077,3.33653
12078,3.334518
12079,3.335725
12080,3.335233
12081,3.334294
12082,3.336083
12083,3.336038
12084,3.335278
12085,3.334831
12086,3.335457
12087,3.336083
12088,3.333489
12089,3.334652
12090,3.332282
12091,3.333042
12092,3.332461
12093,3.334697
12094,3.333624
12095,3.334473
12096,3.333489
12097,3.3329305
12098,3.332372
12099,3.331925
12100,3.331612
12101,3.331746
12102,3.331835
12103,3.333177
12104,3.332506
12105,3.333847
12106,3.332282
12107,3.3322375
12108,3.332193
12109,3.33036
12110,3.329689
12111,3.328884
12112,3.329287
12113,3.331612
12114,3.331254
12115,3.330494
12116,3.330673
12117,3.33112
12118,3.3309860000000002
12119,3.330852
12120,3.329466
12121,3.328393
12122,3.328393
12123,3.327722
12124,3.327498
12125,3.330405
12126,3.329108
12127,3.329063
12128,3.328661
12129,3.3284374999999997
12130,3.328214
12131,3.326336
12132,3.32723
12133,3.326559
12134,3.326738
12135,3.328214
12136,3.327185
12137,3.327811
12138,3.327319
12139,3.327878
12140,3.328437
12141,3.325799
12142,3.326828
12143,3.325978
12144,3.325576
12145,3.324905
12146,3.325889
12147,3.325486
12148,3.326202
12149,3.325576
12150,3.32571
12151,3.325844
12152,3.324011
12153,3.322491
12154,3.323608
12155,3.323787
12156,3.323608
12157,3.325352
12158,3.324816
12159,3.326336
12160,3.3255980000000003
12161,3.32486
12162,3.322536
12163,3.322446
12164,3.322625
12165,3.32334
12166,3.322446
12167,3.324503
12168,3.323206
12169,3.324234
12170,3.323519
12171,3.3235415
12172,3.323564
12173,3.321909
12174,3.320568
12175,3.320121
12176,3.320792
12177,3.321015
12178,3.320524
12179,3.322938
12180,3.321552
12181,3.320479
12182,3.3207025000000003
12183,3.320926
12184,3.31793
12185,3.319585
12186,3.319942
12187,3.318288
12188,3.320166
12189,3.320881
12190,3.319719
12191,3.320345
12192,3.320568
12193,3.3197855
12194,3.319003
12195,3.317617
12196,3.318064
12197,3.317125
12198,3.317215
12199,3.318422
12200,3.31869
12201,3.318198
12202,3.319093
12203,3.3187800000000003
12204,3.318467
12205,3.317036
12206,3.317617
12207,3.315918
12208,3.315114
12209,3.315158
12210,3.316589
12211,3.316768
12212,3.316857
12213,3.317662
12214,3.3162314999999998
12215,3.314801
12216,3.315114
12217,3.313951
12218,3.313146
12219,3.314398
12220,3.315739
12221,3.315695
12222,3.315426
12223,3.314979
12224,3.3144425
12225,3.313906
12226,3.313459
12227,3.313459
12228,3.313638
12229,3.312654
12230,3.313683
12231,3.31404
12232,3.313012
12233,3.314309
12234,3.313683
12235,3.3137945
12236,3.313906
12237,3.310598
12238,3.309927
12239,3.309659
12240,3.310687
12241,3.313191
12242,3.31261
12243,3.311268
12244,3.313191
12245,3.3127215000000003
12246,3.312252
12247,3.309525
12248,3.310106
12249,3.310285
12250,3.308586
12251,3.309569
12252,3.309659
12253,3.311268
12254,3.310732
12255,3.309793
12256,3.3100389999999997
12257,3.310285
12258,3.308362
12259,3.309078
12260,3.307379
12261,3.307915
12262,3.306618
12263,3.309256
12264,3.309346
12265,3.309301
12266,3.308139
12267,3.3073115
12268,3.306484
12269,3.306127
12270,3.307334
12271,3.306037
12272,3.304428
12273,3.304696
12274,3.306305
12275,3.308049
12276,3.306976
12277,3.3071775
12278,3.307379
12279,3.30559
12280,3.304383
12281,3.303802
12282,3.303757
12283,3.304025
12284,3.305903
12285,3.305411
12286,3.304696
12287,3.305635
12288,3.3054785
12289,3.305322
12290,3.302639
12291,3.304159
12292,3.302639
12293,3.302326
12294,3.302684
12295,3.30331
12296,3.302282
12297,3.303936
12298,3.302326
12299,3.3027059999999997
12300,3.303086
12301,3.301611
12302,3.300225
12303,3.300359
12304,3.301074
12305,3.30103
12306,3.301342
12307,3.301611
12308,3.301522
12309,3.301745
12310,3.3015885000000003
12311,3.301432
12312,3.30027
12313,3.298347
12314,3.299733
12315,3.29942
12316,3.299867
12317,3.300426
12318,3.300985
12319,3.297721
12320,3.300359
12321,3.298973
12322,3.297587
12323,3.296916
12324,3.296827
12325,3.298258
12326,3.298168
12327,3.298973
12328,3.298034
12329,3.296916
12330,3.299196
12331,3.2989055
12332,3.298615
12333,3.296737
12334,3.295664
12335,3.295485
12336,3.296961
12337,3.296067
12338,3.295754
12339,3.296559
12340,3.296246
12341,3.297319
12342,3.297341
12343,3.297363
12344,3.295307
12345,3.294323
12346,3.294636
12347,3.293965
12348,3.294502
12349,3.295351
12350,3.295262
12351,3.294412
12352,3.294323
12353,3.2941219999999998
12354,3.293921
12355,3.292624
12356,3.291551
12357,3.29164
12358,3.292445
12359,3.293339
12360,3.293473
12361,3.293742
12362,3.292982
12363,3.29401
12364,3.2926465
12365,3.291283
12366,3.291506
12367,3.291506
12368,3.289315
12369,3.290076
12370,3.293026
12371,3.292535
12372,3.291775
12375,3.291551
12376,3.28936
12377,3.289405
12378,3.288734
12379,3.288466
12380,3.288198
12381,3.290031
12382,3.290299
12383,3.289941
12384,3.289673
12385,3.289114
12386,3.288555
12387,3.287214
12388,3.287929
12389,3.28699
12390,3.28708
12391,3.287661
12392,3.288511
12393,3.288466
12394,3.288153
12395,3.287214
12396,3.2867895000000003
12397,3.286365
12398,3.286141
12399,3.286096
12400,3.286633
12401,3.285694
12402,3.286543
12403,3.286678
12404,3.285604
12405,3.286409
12406,3.286812
12407,3.2859175
12408,3.285023
12409,3.283503
12410,3.283861
12411,3.283369
12412,3.282341
12413,3.285515
12414,3.285023
